id_user,id_res,X
tuytnhung7785,261878,0.52
juliedang3008,122266,0.65
vyha,122266,0.26
tuanbido2002,122266,0.66
chichint,136085,0.36
mariluyndensy,136085,0.68
Tien_2103,72951,0.95
windytrang,72951,0.87
thytin7037,72951,0.91
huyhongv,72951,0.89
kiemtienmuasung,72951,0.68
kiemtienmuasung,72951,0.77
phodonga,72951,0.8
biboaa_0706,143945,0.76
kiemtienmuasung,143945,0.64
minhvangvision,143945,0.78
kiemtienmuasung,143945,0.77
nhan08011997,143945,0.91
chau.thai,82827,0.82
foodee_be298e01,783138,0.86
Bobapop,783138,0.92
tuanbido2002,21389,0.69
pjnzu,21389,0.75
tuanbido2002,21389,0.77
tuanbido2002,21389,0.65
tuanbido2002,21389,0.68
huongnguyenelaw,261922,0.81
thont8989,162395,0.26
cuvngm,162395,0.77
lcn28082000,162395,0.94
htanh19092686,162395,0.77
0961304623,713629,0.78
chau.thai,713629,0.82
MinhMinh1996,712656,0.56
Babychimpanzee97,712656,0.68
le.h.ttien,712656,0.8
Tien_2103,712656,0.96
qunhanhnguyn7353,712656,0.88
hoacomay200695,712656,0.94
vuonglinh2112,690041,0.66
vuonglinh2112,690041,0.81
voquocthanhdhbk,86302,0.76
blackday_ngaytanthe,86302,0.76
01698116993,86302,0.77
vohuuvinh91,86302,0.65
foodee_inybmtc3,695351,0.95
deptraiketao_xautraikemamay,67586,0.74
tuanbido2002,67586,0.66
tuanbido2002,67586,0.66
tuanbido2002,67586,0.75
anhth1348,88878,0.71
tuanbido2002,88878,0.54
nhannhi,711592,0.67
soican,170601,0.89
hellennguyen1708,170601,0.76
tuanbido2002,97875,0.52
phamhonghieu11,868577,0.44
quephuong241,265860,0.72
nuta10,653948,0.42
mi.ho,754112,0.78
thao.trinhmh,662566,0.62
foodee_c08d6e34,805171,0.89
tuanbido2002,134462,0.74
tuanbido2002,134462,0.77
Lizzyho,736800,0.97
juliedang3008,734087,0.63
zzznh0ktjzzz,734087,0.96
tonyminhtripham,734087,0.94
0933911123,734087,0.74
nhannhi,734087,0.79
anhth1348,653608,0.87
juliedang3008,905552,0.28
dtngochau,876776,0.91
lephucthinh1993,876776,0.88
chau.thai,736440,0.81
tuanbido2002,73578,0.61
tuanbido2002,73578,0.69
cherryhm,36613,0.18
vanbi111,36613,0.5
TTpigmilk,36613,0.17
Aenie,36613,0.88
bonguyen962,36613,0.69
lcn28082000,36613,0.8
iamhana28,36613,0.54
meownguyennn0501,36613,0.11
coham16,36613,0.72
tini.tran.1,36613,0.71
pjnzu,36613,0.75
phodonga,36613,0.78
Jokerkid,192470,0.78
rikikudotaku,192470,0.7
duongngochongthi,192470,0.73
anhthuvo1996,654110,0.85
Tien_2103,654110,1.0
NADIEU93,654110,0.44
haviet21021989,654110,0.88
0908758242,654110,0.71
foodee_d8f63e8e,147644,0.73
juliedang3008,147644,0.6
mrletandat0809,147644,0.24
Tien_2103,147644,0.93
trungtourism,147644,0.86
huongnguyenelaw,147644,0.78
xuantrc,147644,0.86
p3ngoan.tnt,147644,0.66
p3ngoan.tnt,147644,0.78
yenxuannguyen5391,147644,0.85
nhannhi,653900,0.83
quynhnhu512,294945,0.08
ntienanh499,294945,0.64
Tien_2103,294945,0.98
aquarius_0127,294945,0.26
long097405,294945,0.23
tuytnhung7785,294945,0.39
lphngphcthin,208695,0.44
foodee_798bfde1,208695,0.9
emsemaichiminh_anhthui1991,208695,0.64
min.teehee,208695,0.86
nguyenhungviet0307,208695,0.81
tre07041999,183221,0.99
linhnhi0411,183221,0.89
duypro55,183221,0.96
xiensky,183221,0.81
Tien_2103,183221,0.98
htho170285,183221,0.84
maikhoi_832002,804341,0.92
juliedang3008,733022,0.55
0933911123,733022,0.84
dunghuynh0708,733022,0.88
thungokmc,229169,0.97
mariluyndensy,229169,0.56
cung.jessica,229169,0.69
tuanbido2002,229169,0.57
foodee_eqyeqcv0,1023898,0.84
tuanbido2002,21377,0.72
tuanbido2002,21377,0.69
mi.ho,761148,0.83
Ngusang56,167769,0.96
htanh19092686,167769,0.93
foodee_be298e01,701855,0.79
foodee_2781b25a,701855,0.85
juliedang3008,701855,0.8
quynhnhu512,701855,0.8
mie.mwee,701855,0.83
Tien_2103,701855,0.98
nthaonhien,701855,0.75
le.h.ttien,701855,0.53
thao.trinhmh,150739,0.78
chau.thai,150739,0.83
do_h_nga,150739,0.6
lcn28082000,79082,0.87
phodonga,79082,0.84
vg.js95,643879,0.14
Apitorn,68318,0.83
thungokmc,68318,0.65
tuanbido2002,68318,0.58
tuanbido2002,68318,0.7
hhi.nguyn,68318,0.73
tuanbido2002,68318,0.7
phodonga,77268,0.58
0908758242,82766,0.7
chau.thai,761150,0.86
Lam.leh35,649761,0.87
pooh_winnie_34,11964,0.82
tuanbido2002,69873,0.63
tuanbido2002,69873,0.62
tuanbido2002,69873,0.65
tuanbido2002,69873,0.68
anhuu2452%40gmail.com,647633,0.94
anhthu28091997,291015,0.59
foodee_vziyj1ep,283484,0.22
foodee_2sg0y5s7,283484,0.14
lee668,283484,0.09
phmtuythng,283484,0.84
andyan23,283484,0.6
ngockieu274,283484,0.57
buidoitoi92,704286,0.8
henrytran53,704286,0.93
rainny14027203,258036,0.87
daitrang1005,258036,0.87
lbmai1410,778857,0.91
pl_nguyen,778857,0.98
namanh1997,778857,0.95
thucnnta1ispiter,778857,0.99
vvtien020393,778857,0.99
mi.ho,778857,0.87
thanhtuandevil89,248998,0.93
chauyeubacduy,740249,0.97
mrcaran1,740249,0.94
anhth1348,685884,0.72
windytrang,72664,0.79
autumn_teddy71,72664,0.75
huyhongv,72664,0.6
dannyarcher9999,72664,0.73
kiemtienmuasung,72664,0.69
kiemtienmuasung,72664,0.75
kiemtienmuasung,72664,0.64
lnbhan,72664,0.73
kiemtienmuasung,72664,0.72
phung.dkh,44802,0.77
ducnguyen203,44802,0.76
ytranhuynhnhu,678954,0.87
nhgi7959,120927,
thientuoanh,315193,0.88
nguyenthienphu2004.vn,709497,0.83
vinhha_vhhk4,709497,0.74
foodee_fq661gex,709497,0.57
mie.mwee,709497,0.91
anhthuvo1996,709497,0.85
nthaonhien,709497,0.69
foodyuser_38bf3d6e,709497,0.73
choco4eyes,709497,0.78
thanhdung3012,709497,0.81
voconglinh1994z,709497,0.92
thaohien110196,709497,0.95
juliedang3008,709497,0.58
phammyhoa6722,199449,
thatlook_youlove,292626,0.85
lcn28082000,82769,0.92
thaonguyen6808,738304,0.37
MinhMinh1996,738304,0.64
foodee_eb491a15,874149,0.26
nguyenvogiaminh,874149,0.85
minhanhh.2712,886280,0.62
foodee_jgexvy1a,1013460,0.08
piecepig,242377,0.85
phamhonghieu11,242377,0.48
khanhtramphan0509,242377,0.8
minacopham,242377,0.58
anhthu28091997,242377,0.69
ducnguyen203,50129,0.61
anhdang.dha,153544,0.8
Phuongtrantruc,229953,0.63
phamhonghieu11,291027,0.1
Min624,291027,0.23
foodee_fb9mt29d,629745,0.88
nguyentichkien,97930,0.92
foodee_2sg0y5s7,310407,0.84
chau.thai,310407,0.8
juliedang3008,83882,0.74
maihieu85,83882,0.7
benthunthoi,83882,0.83
01248601731,83882,0.75
thienthanh130794,664316,0.66
foodee_z7zrv7rf,681781,0.87
thienthanh130794,681781,0.86
foryoukawaj,681781,0.88
juliedang3008,681781,0.58
baomai9288,681781,0.92
hunhvalpha,679575,0.6
ducnguyen203,49116,0.54
ducnguyen203,49116,0.61
ducnguyen203,49116,0.58
anhthu28091997,700531,0.52
miumymy,700531,0.92
hogiaprinting,210766,0.78
hov87515,73563,0.64
TTpigmilk,73563,0.78
trantieunhu1997,73563,0.64
andyan23,73563,0.79
cobeganda_12,73563,0.64
windytrang,73563,0.83
bonguyen962,73563,0.81
quyenltv,73563,0.67
lcn28082000,73563,0.93
nguyendemon502,73563,0.82
huyhongv,73563,0.91
maybellun,73563,0.58
linhciu1511,73563,0.73
caphe.cacaosua,73563,0.77
peid137,73563,0.79
vknight_dk,73563,0.65
sepcodon,73563,0.76
phodonga,73563,0.69
nhannhi,726280,0.83
Hongphuong1204,195687,0.8
sarahhuynh4720,300435,0.8
elly.chu199,300435,0.99
shotgun0007,738810,0.96
letuhuu,738810,0.94
mi.ho,657637,0.84
thngnguyn9652,657637,0.74
thont8989,657637,0.35
chau.thai,716742,0.79
anhth1348,653695,0.7
nhannhi,737892,0.81
nguyenngoctuyetquynh,739494,0.92
chau.thai,739494,0.85
nhok.kute9x92,213356,0.77
frukane21,213356,0.85
bonguyen962,213356,0.84
quangthe15,59853,0.78
tuanbido2002,59853,0.7
tuanbido2002,59853,0.73
anhth1348,94223,0.69
0908758242,94223,0.84
tuanbido2002,94223,0.56
vhongtham,751953,1.0
ryyyyy.1234,751953,0.98
mariluyndensy,117501,0.69
tuanbido2002,117501,0.72
tuanbido2002,69568,0.72
tuanbido2002,69568,0.66
nguynhoiphng,210129,0.69
Nikfam,227482,0.72
Yenche,787200,0.78
mrvutienthanh1,227482,0.9
annguyen22112k,136526,0.79
sarahnguyn1510,136526,0.74
hnhm1132,673436,0.88
makesmile222,673436,0.88
truongthaoanh,905536,0.75
thuhuyen_133,660599,0.84
taminhhoang10a1,293424,0.67
huyenthanh.nguyen1310,293424,0.8
phngtho8192,293424,0.67
nhuthinh12345,293424,0.43
hienle189,293424,0.65
ngngmylinh,293424,0.61
chimie102,719975,0.74
k30tin,15297,0.74
cmqthuylt,16091,0.75
foodee_4ygqczio,970488,0.76
foodee_tnz32yon,970488,0.93
ductrungdtshnd,970488,0.9
foodee_yng7oavn,156160,0.23
hnhm1132,156160,0.78
thanhduong.080495,156160,0.32
anh.le6622,136672,0.81
ngngmylinh,136672,0.72
tronietrn,136672,0.69
nguynhoiphng,701965,0.73
nguyenthutrang281095,17044,0.72
foodee_jf6i9tqj,138594,0.95
konstancyeasta,138594,0.56
mthuy9995,138594,0.77
zepnguyen94,212241,0.66
longdt.love,255928,0.12
maggiesuzzan,17095,0.64
vtg91229,15273,0.75
italiho,15273,0.91
italiho,15273,0.91
vtg91229,312315,0.55
phngtho8192,312315,0.83
thuhuyen_133,312315,0.69
ngngmylinh,312315,0.76
akachan3865,134696,0.75
anlinh4181,211445,0.49
phuong210511,211445,0.78
sarahnguyn1510,211445,0.82
CrrpRick,210102,0.7
hienhim,210102,0.47
vtbo,295518,0.75
thanhduong.080495,82903,0.08
trungvu226,82903,0.36
lala.nguyen.944023,82903,0.43
keooc2714,82903,0.72
nuhonchopnhoang,65076,0.88
makesmile222,644845,0.64
maixuanchien2210,739007,0.51
huyennguyen0095,178712,0.73
thuylinhdtl87,178712,0.71
vuthuphuongjdb,212231,0.93
em_thich_luc_anh_cuoi_88,212231,0.81
nguyenanhnha1408,241717,0.67
thanhthy7004,211522,0.75
phamchinh280680,214014,1.0
phamhoai201hpu2,37120,0.85
nguyenthutrang281095,37120,0.6
nam.tn.9999,201632,0.51
thuhuyen_133,190640,0.73
ngngmylinh,190640,0.66
ngngmylinh,155743,0.63
anlinh4181,155743,0.39
quypn.nd,211615,0.83
nguynhoiphng,239323,0.52
kundimu0204,16087,0.74
namhoang.me,16087,0.81
thuhuyen_133,253547,0.83
fouranh,111388,0.72
nguyenxuanhuong,26400,0.74
bluesky31095,263955,0.73
quypn.nd,211442,0.74
nam236,155172,0.9
bluesky31095,155172,0.58
ngngmylinh,252099,0.61
anlinh4181,252099,0.76
ngngmylinh,208149,0.66
phuong208nguyen,208149,0.75
reflective_journal,656219,0.69
foodee_jf6i9tqj,316904,0.76
thanganevil1998,316904,0.86
nam.tn.9999,316904,0.72
CrrpRick,316904,0.75
huyennguyen0095,316904,0.44
congtruamay,316904,0.8
thuhuyen_133,316904,0.83
mrtranduc_94,947565,0.96
tronietrn,64312,0.85
nguynhoiphng,708023,0.77
ngngmylinh,293426,0.7
thanhthy7004,211521,0.76
minhstingvodoi,64976,0.72
ngngmylinh,293771,0.68
trungneuk54,64378,0.91
tronietrn,15239,0.53
bluesky31095,210014,0.69
lovelywine97,210014,0.8
huyhongg0228,149275,0.79
konstancyeasta,149275,0.56
qa01248889500,149275,0.75
huyennguyen0095,211575,0.77
bantot_9999,16683,0.3
anhvtn.nuce57,16683,0.62
namhoang.me,16683,0.72
thanhduong.080495,15796,0.8
lethuhang810,15796,0.9
linhchimai312003,265733,0.39
tukhuyen1608,265733,0.4
ninhlien98,265733,0.85
Yenche,265733,0.98
lilas1999,265733,0.69
Meat,265733,0.93
linhlolly,265733,0.86
annguyen22112k,265733,0.8
voikolpl14,265733,0.8
bluesky31095,265733,0.8
foodee_c65dd759,785956,0.84
annguyen22112k,202017,0.89
Kellybuj088,202017,0.78
anlinh4181,202017,0.71
phngtho8192,262223,0.77
nguynhoiphng,262223,0.79
annguyen22112k,252821,0.8
01252022001,252821,0.75
vtg91229,721938,0.89
vtg91229,16479,0.79
vtg91229,16479,0.79
vtg91229,291604,0.84
nguynhoiphng,291604,0.56
lovedbsk4rever,291604,0.43
nguynhoiphng,291604,0.45
Hoa_meo,291604,0.8
kiendt3906,291604,0.64
virutmath1,291604,0.75
virutmath,291604,0.91
vtg91229,202062,0.86
tramvang_hn,202062,0.65
vtg91229,211509,0.77
vtg91229,211550,0.84
vtg91229,718706,0.78
vtg91229,293623,0.81
vtg91229,37156,0.81
foodee_a4p3q5gl,37408,0.79
foodee_a4p3q5gl,699850,0.8
Yenche,651232,0.66
hoaatinaa,651232,0.47
thuhuyen_133,651232,0.7
foodee_a4p3q5gl,37405,0.84
foodee_a4p3q5gl,111378,0.85
foodee_a4p3q5gl,211590,0.84
foodee_a4p3q5gl,37625,0.83
puby.trieu92,641200,0.74
thangtaulai2213,202135,0.94
ntvim88,270828,0.76
thoakoi,868169,0.89
ngngmylinh,211453,0.79
foodee_wq91hk1t,90241,0.64
CrrpRick,90241,0.74
hienhim,90241,0.24
italiho,90241,0.92
italiho,90241,0.97
phamhoai201hpu2,90241,0.79
quanchip3598,675440,0.78
phuongmiu,252539,0.72
thuhuyen_133,671785,0.77
foodee_53c9ozcd,991613,0.81
yuki.sabri,37136,0.92
CrrpRick,210108,0.73
Huong3436,210325,0.79
vtg91229,212482,0.8
Huong3436,760757,0.76
foodee_2dcs81iy,760757,0.88
dupnhano,760757,0.7
cmqthuylt,15219,0.7
nguynhoiphng,202172,0.63
truongthaoanh,202105,0.77
linhsold,15250,0.46
nguynhoiphng,15250,0.73
hupa224,15250,0.84
thanhmaibui,15250,0.87
buonnhoem_nd,17055,0.98
nguyen.nguyenhaiyen,17055,0.79
foodee_yng7oavn,187893,0.78
truongthaoanh,187893,0.87
tung.ngo.freelancer,187893,0.75
reflective_journal,187893,0.64
hupa224,187893,0.58
msmai.nguyen,187893,0.68
anlinh4181,187893,0.54
nevermind,187893,0.75
girl_fantasy1277,187893,0.78
thuhuong1011993,187893,0.85
huyennguyen0095,678084,0.53
thoxinh254,678084,0.69
foodee_9ltz3i5t,202181,0.57
tai.trieu.397,232857,0.77
huyennguyen0095,232857,0.61
thuylinhdtl87,232857,0.84
vanbn33,232857,0.76
vtg91229,8888,0.76
helen%20pham,8888,0.79
linhchimai312003,8888,0.74
annguyen22112k,8888,0.83
LeeWilliam,8888,0.45
ngngmylinh,8888,0.79
ngngmylinh,8888,0.76
thanhduong.080495,8888,0.53
tuanson.nd,8888,1.0
anhthy2609,8888,0.83
cmqthuylt,8888,0.71
vuvangiang59,8888,0.62
thuytien9708,254481,0.8
ngngmylinh,254481,0.81
chuly1060,254481,0.79
foodee_tlpxmer8,674607,0.84
nguynhoiphng,674607,0.83
nguynhoiphng,674607,0.76
foodee_jf6i9tqj,210104,0.72
vanvivund,190885,0.58
ngoinhadep268,190885,0.66
phuong210511,190885,0.73
vtg91229,222769,0.84
vtg91229,212267,0.72
vtg91229,689003,0.79
vtg91229,689003,0.79
thuhuyen_133,689003,0.82
nguyenph2220,136666,0.87
thanhck8888,865532,0.89
thanhck8888,865532,0.87
vtg91229,730980,0.83
wjndy_wong_young,730980,0.73
thuytien9708,310509,0.89
lovedbsk4rever,310509,0.93
annguyen22112k,310509,0.86
annguyen22112k,310509,0.88
lmnguyn3450,310509,0.82
huyennguyen0095,310509,0.75
thuhuyen_133,310509,0.8
jamesbrian2110,310509,0.92
huyikerno2,310509,0.85
cskh.mindmap,310509,0.82
huyiker,310509,0.84
huyikerno4,310509,0.99
futurehode,310509,0.9
huyikerno1,310509,0.84
Haiyen061298,15463,0.84
nuhonchopnhoang,15463,0.6
tronietrn,64889,0.99
foodee_a4p3q5gl,202042,0.79
dieunguyen.nt,211462,0.8
huyennguyen0095,202018,0.53
thanhtran.ktqd,235716,0.85
kimoanhoanh1997,235716,0.78
Yenche,768697,0.99
pe_ten_la_ngoc_anh,768697,0.77
voduoi_dianxin_7,768697,0.88
thuhuyen_133,669564,0.78
vtg91229,134724,0.77
vtg91229,134724,0.77
trnthuhin2287,134724,0.78
huyennguyen0095,134724,0.59
msmai.nguyen,134724,0.71
ngngmylinh,134724,0.51
cactus1551994,134724,0.86
donhuquynh211,134724,0.51
namhoang.me,134724,0.77
trungtinsinh,248593,1.0
congtruamay,634369,0.88
nguynhoiphng,708648,0.6
foodee_a4p3q5gl,37509,0.82
pantefrank,64547,0.75
vtg91229,211461,0.79
foodee_jf6i9tqj,210303,0.22
phquang88,211538,0.77
nguynhoiphng,211538,0.67
phamluc_nd,102787,0.82
thunnun,15283,0.19
thuhuong1096,15283,0.79
tngng2453,15283,0.67
phquang88,660600,0.39
nguyenhoainhi216,660600,0.12
tranphuong231190,660600,0.27
ngngmylinh,136527,0.76
ngngmylinh,201645,0.82
thanhtranintel,737388,0.87
tranhuyen.ktqd,737388,0.78
hienhim,737388,0.73
laitthanhthuy,225569,0.76
vtg91229,155845,0.81
phamhacomputer_8x,155845,0.91
voikolpl14,155845,0.76
msmai.nguyen,155845,0.54
ngngmylinh,155845,0.76
anlinh4181,155845,0.5
girl_fantasy1277,155845,0.8
quynhtrang9794,155845,0.54
trnhihmy,155845,0.83
bola_bala_123,155845,0.91
Lanchi16196,155845,0.85
lenhi1287,155845,0.57
nguynhoiphng,700359,0.63
crystal.xing.75,133053,0.69
crystal.xing.75,133053,0.73
orixj13,16936,0.73
quynhanh1996.hn,700600,0.78
nguynhoiphng,700600,0.71
foodee_fj9utuuv,684049,0.46
Yenche,684049,0.92
thuhuyen_133,684049,0.81
ilinhtrn,210312,0.77
Phamhaly87,210312,0.15
ngoctiensg,37269,0.51
foodee_zekg3zjv,1023794,0.99
ilinhtrn,1023794,0.79
tronietrn,136524,0.89
phuong210511,192969,0.72
nam.tn.9999,15259,0.55
gianghoang8706,15259,0.55
thuhuong1011993,15259,0.82
tronietrn,15259,0.75
ngngmylinh,211428,0.79
nainhsociu,99090,0.87
thuhuong.nguyenthi.710,99090,0.88
voikolpl14,310923,0.66
vtg91229,763716,0.68
tranthihienphuong97,763716,0.95
hayvevoianh8900,763716,0.94
vtg91229,699620,0.8
lien.hc,654012,0.34
huyennguyen0095,654012,0.56
foodee_jf6i9tqj,155152,0.16
mcmc0734,749050,0.86
bachthanhtam,155152,0.74
huyennguyen0095,155152,0.64
quynhanh8390,155152,0.81
thanhtran.ktqd,749050,0.9
tuanthanhthien200299,284887,0.88
nguyenthang.90,284887,0.86
tai.trieu.397,284887,0.78
ngngmylinh,284887,0.57
zepnguyen94,284887,0.62
duonghavy1508,631649,0.85
duonghavydms,631649,0.8
quangngma,774653,0.99
foodee_xidzwpk4,774653,0.99
quangngma,774653,0.99
Huong3436,155159,0.79
nanalin8989,651229,0.2
thanhtm0277,651229,0.94
nguynhoiphng,651229,0.68
ngngmylinh,292036,0.77
vtg91229,136663,0.78
cngnguyn2254,136663,0.72
museminh,136663,0.81
lahieplc,136663,0.98
tranghoang812,136663,0.79
vtg91229,258026,0.87
thuylinhdtl87,258026,0.6
foodee_wo0her9c,722356,0.56
vtg91229,722356,0.44
oceanking2016,722356,0.71
thuhuyen_133,722356,0.68
foodee_jiec9izq,660563,0.09
thuytien9708,660563,0.85
quynhanh1996.hn,238940,0.75
foodee_23bac848,238940,0.94
mnhchinng,238940,0.94
hoailq,238940,0.94
tmhang90,238940,0.98
nguyenanhnha1408,238940,0.67
anlinh4181,238940,0.69
nguyenanhnha1408,238940,0.75
icefrog,242829,0.74
tai.trieu.397,242829,0.71
mnrius.mn,242829,0.71
anlinh4181,242829,0.71
tung.ngo.freelancer,650543,0.65
huyennguyen0095,249687,0.53
clamps129,249687,0.71
vtg91229,201649,0.8
annguyen22112k,665268,0.88
Yenche,665268,0.92
phngtho8192,665268,0.86
Meat,665268,0.98
Pyomee,665268,0.72
huyennguyen0095,665268,0.63
hienhim,665268,0.49
foodee_vu0mi73b,111387,0.38
thang82ks,111387,0.17
tronietrn,111387,0.6
nguynhoiphng,706112,0.59
huyennguyen0095,72217,0.75
thuhuyen_133,72217,0.71
thuhuyen_133,72217,0.73
alternative342,72217,0.24
foodyuser_3faaa940,72217,0.5
maitrinh9936,72217,0.91
phmthydng,72217,0.84
hienkeokute91,72217,0.69
tranghoang812,72217,0.84
thuhuong1011993,72217,0.79
dinhngoclinh313,72217,0.38
tronietrn,72217,0.87
konstancyeasta,72217,0.66
kieuan0708,72217,0.79
lala.nguyen.944023,72217,0.34
water.dbk1993,72217,0.85
linhbubam95,72217,0.77
kenpham2790,72217,0.86
pantefrank,202030,0.71
sarahnguyn1510,238981,0.57
foodee_a4p3q5gl,201669,0.8
foodee_a4p3q5gl,201669,0.8
vtg91229,208148,0.64
annguyen22112k,208148,0.72
voikolpl14,208148,0.79
hoaquynhtrang1809,208148,0.65
dieunguyen.nt,208148,0.83
phuong208nguyen,208148,0.68
foodee_yng7oavn,202204,0.4
Huong3436,253264,0.82
vtg91229,253264,0.81
foodee_yng7oavn,253264,0.14
foodee_iszkfpw5,253264,0.86
dung_ngkhuyen,253264,0.93
xepduc01,253264,0.66
dung_ngkhuyen,253264,0.92
dung_ngkhuyen,253264,0.92
manhtuan.fb,253264,0.59
gianghoang8706,253264,0.48
hieu.luyen,253264,
foodyuser_3faaa940,253264,0.85
congtruamay,253264,0.76
thuhuyen_133,253264,0.84
titeo241011,253264,0.87
dung_ngkhuyen,253264,0.9
bluesky31095,253264,0.62
foodee_ea3dd36a,775062,0.94
thanhduong.080495,253264,0.72
phuong210511,253264,0.76
phuong210511,253264,0.69
dung_ngkhuyen,253264,0.88
foodee_ea3dd36a,775062,0.98
foodee_ea3dd36a,775062,0.97
vtg91229,775062,0.68
foodee_0y30ysif,775065,0.84
foodee_qhnacwgz,775065,0.99
foodee_0m74jyos,775065,0.95
foodee_uqm5idz8,775065,0.88
vtg91229,775065,0.77
chaco,201665,0.86
pe_ten_la_ngoc_anh,201665,0.87
foodee_jf6i9tqj,26394,0.71
hienhim,26394,0.66
huyennguyen0095,26394,0.65
ngngmylinh,26394,0.78
nhatzizi,26394,0.27
annguyen22112k,26394,0.78
tronietrn,26394,0.74
thanhduong.080495,26394,0.74
bye.bye_0123_17896,26394,0.49
thanhthy7004,26394,0.81
cmqthuylt,26394,0.73
tacamvan812,26394,0.56
hoangminhdang,26394,0.84
foodee_2dcs81iy,35885,0.94
CrrpRick,35885,0.82
huyenxori,35885,0.74
trnhihmy,35885,0.67
zephiros_broom_mylove,35885,0.59
ngngmylinh,69116,0.59
luutinhvu,69116,0.69
trungtinsinh,69116,0.98
xuntrn7619,69116,0.63
cmqthuylt,69116,0.76
phquang88,16591,0.52
vtg91229,16591,0.68
zzleyenzz,16591,0.75
thienhoang158,16591,0.83
huyennguyen0095,16591,0.74
pantefrank,16591,0.53
quynhanh8390,16591,0.79
foodee_2dcs81iy,722359,0.9
thuhuyen_133,722359,0.64
bongdungmuonchet24,296262,0.9
Huong3436,37389,0.66
vtg91229,37389,0.64
pe_ten_la_ngoc_anh,37389,0.78
thanganevil1998,37389,0.88
hienhim,37389,0.43
toengo,37389,0.68
hienle189,37389,0.74
quynhanh8390,37389,0.81
trinhtrinh9371,37389,0.62
ntien1911,762514,0.21
hangnguyen08071987,762514,0.9
vtg91229,202050,0.85
pizzabigone,202050,0.88
pizzabigone,202050,0.87
CrrpRick,202050,0.79
huyennguyen0095,202050,0.45
hayashakei,202050,0.81
thanhthy7004,202050,0.84
phuongmiu,202050,0.92
foodee_jf6i9tqj,234818,0.45
anaimforlife,234818,0.4
giangke27112908,234818,0.62
lovedbsk4rever,234818,0.6
bachthanhtam,234818,0.61
huyennguyen0095,234818,0.51
thoxinh254,234818,0.69
ngngmylinh,234818,0.78
6797,234818,0.68
thuylinhdtl87,234818,0.66
nguynhoiphng,234818,0.57
Ngocanh14112012,234818,0.71
antonibi,234818,0.71
vtg91229,902562,0.77
helen%20pham,902562,0.78
namphu118,902562,0.79
Huong3436,208158,0.79
CrrpRick,208158,0.81
phuong208nguyen,208158,0.62
foodee_ea3dd36a,950338,1.0
foodee_47039dc4,950338,0.96
vtg91229,950338,0.79
Khequan12345678,694029,0.89
Phamdinhdoong,694029,0.91
khequan,694029,0.91
phangiaile,671722,0.73
Tsugumizuki,750777,0.81
hai153,164441,0.86
trangcalcifer,234579,0.73
m.p31791,234579,0.75
minhthu.nguyen,234579,0.5
miumeo1910,743877,0.62
nguyenkulan9761,743877,0.65
foodee_sq8n65f4,648006,0.34
Lymiu05,648006,0.77
angelinafans2004,242496,0.79
nguyenkulan,242496,0.75
giadinhcogi,238119,0.77
hadiep174,238119,0.7
luuhuyenmi,238119,0.56
nguyenkulan9761,664340,0.76
nguyenkulan,664340,0.74
phangiaile,664340,0.6
foodee_21181de7,736162,0.52
foodee_21181de7,736162,0.65
phangiaile,254620,0.78
nguyenkulan9761,254620,0.79
foodee_1xpppnse,95702,0.26
thinhng9072,95702,0.86
onanhc,95702,0.81
lengoc254,95702,0.69
nguyenkulan,95702,0.83
hoalamngockutetc,95702,0.3
m.p31791,95702,0.77
hadiep174,95702,0.78
minhthu.nguyen,95702,0.73
ngayemsinhradcmangten_sieuquay,95702,0.84
0988043565,95702,0.85
heobabylove,968144,0.91
foodee_xh231mrt,968144,0.57
thuyd5078,701258,0.87
foodee_ygyuvbih,701258,0.82
vanvuive95,701258,0.77
miumeo1910,701258,0.69
phangiaile,701258,0.67
thuongnguyen6336,701258,0.49
phangiailevn,701258,0.71
live_learn_love1211,701258,0.12
turtlesatsat2206,701258,0.73
asakusayumeka,701258,0.7
phangiaile,701258,0.75
nguyenkulan9761,701258,0.69
nguyenkulan9761,701258,0.63
nguyenkulan,701258,0.66
hoaitrinhdao,701258,0.83
hoaitrinhdao,701258,0.87
phangiaile,701258,0.69
nguyenkulan9761,701258,0.67
phangiailevn,701258,0.77
heosimple,701258,0.79
tiemcaphevinh,719858,0.66
phangiailevn,666125,0.58
nguyenkulan9761,666125,0.64
nguyenkulan,666125,0.59
onanhc,230895,0.61
nguyenkulan,230895,0.46
vanhiii,230895,0.34
tinhoclop6,230895,0.39
heosimple,230895,0.26
boxkpop123,230895,0.75
phangiaile,714472,0.72
nguyenkulan9761,714472,0.82
phangiailevn,714472,0.72
turtlesatsat2206,295403,0.7
nguyenkulan9761,295403,0.7
nguyenkulan9761,295403,0.48
phangiailevn,295403,0.62
nguyenkulan9761,295403,0.68
phangiaile,295403,0.64
nguyenkulan,295403,0.64
lena13052000,295403,0.81
bornthismg030199,313236,0.88
asakusayumeka,313236,0.85
linhchilichinh,313236,0.88
nguyenkulan9761,313236,0.77
linhtrang1826,313236,0.69
phangiaile,313236,0.73
camnhung2011,313236,0.84
tinhoclop6,313236,0.83
lu.alwaysmile,313236,0.77
heo.98,313236,0.96
Foodee_a8fe13b456,313236,0.91
alexscopi1811,313236,0.64
miu.0319,313236,0.78
khanhhuyen280903,313236,0.86
boxkpop123,313236,0.77
giadinhcogi,313236,0.75
nguyenkulan,313236,0.65
